rank,name,category,score,percentile,e_total,e_fr,e_thd,e_match,e_unc,w_conf,price_brl,score_lower_95,score_upper_95,n_sources,thd_available,match_available,peakiness,impedance_interaction
1106,Anker Soundcore Aerofit Pro,over-ear,6.4e-05,23.4,10.7777,10.7777,0.0,0.0,1.25,0.4444,649.0,5.5e-05,7.4e-05,1,False,False,99.4033,False
1107,Intime Sora Light,in-ear,6.4e-05,23.3,5.9101,5.9101,0.0,0.0,1.8978,0.3451,916.18,5.2e-05,8.1e-05,2,False,False,73.726,False
1108,Juzear 41T,in-ear,6.3e-05,23.2,5.9922,5.9922,0.0,0.0,2.1072,0.3218,855.12,5e-05,8.1e-05,4,False,False,41.521,False
1109,Xiaomi Hybrid,in-ear,6.3e-05,23.2,7.3888,7.3888,0.0,0.0,1.25,0.4444,959.65,5.4e-05,7.3e-05,1,False,False,58.6555,False
1110,Philips Fidelio L1,over-ear,6.3e-05,23.1,7.3767,7.3767,0.0,0.0,1.25,0.4444,949.0,5.5e-05,7.4e-05,1,False,False,67.3692,False
1111,Polk Audio UltraFit 2000 (sample A),over-ear,6.1e-05,23.0,6.8026,6.8026,0.0,0.0,3.4401,0.2252,542.51,4.6e-05,8.6e-05,2,False,False,71.777,False
1112,Rose Ceramics,in-ear,6.1e-05,23.0,8.7657,8.7657,0.0,0.0,1.25,0.4444,826.77,5.3e-05,7.2e-05,1,False,False,72.9594,False
1113,Moondrop Starfield,in-ear,6.1e-05,22.9,5.486,5.486,0.0,0.0,1.6027,0.3842,1149.12,5.1e-05,7.5e-05,3,False,False,61.8911,False
1114,AKG K612 Pro,over-ear,6e-05,22.8,9.2278,9.2278,0.0,0.0,1.25,0.4444,809.1,5.1e-05,7e-05,1,False,False,51.5747,False
1115,Kiwi Ears Division,over-ear,6e-05,22.7,9.6449,9.6449,0.0,0.0,2.5585,0.281,483.84,4.7e-05,8e-05,3,False,False,52.6472,False
1116,Moondrop Aria Elven Maiden,in-ear,6e-05,22.7,6.2592,6.2592,0.0,0.0,1.7258,0.3669,980.1,4.9e-05,7.4e-05,2,False,False,61.7636,False
1117,Noble Audio Fokus Pro,in-ear,6e-05,22.6,6.751,6.751,0.0,0.0,1.25,0.4444,1090.95,5.2e-05,7.1e-05,1,False,False,64.5487,False
1118,Kiwi Ears Quartet (off-on),in-ear,5.9e-05,22.5,6.4834,6.4834,0.0,0.0,1.716,0.3682,957.9,4.9e-05,7.4e-05,5,False,False,62.141,False
1119,Advanced M4,in-ear,5.9e-05,22.5,6.0708,6.0708,0.0,0.0,3.7099,0.2123,589.0,4.5e-05,8.4e-05,2,False,False,36.8071,False
1120,Sony LinkBuds,over-ear,5.9e-05,22.4,8.9043,8.9043,0.0,0.0,1.25,0.4444,842.07,5.1e-05,6.9e-05,1,False,False,77.2267,False
1121,JBL Free X,in-ear,5.9e-05,22.3,8.1092,8.1092,0.0,0.0,1.736,0.3655,759.33,4.9e-05,7.4e-05,2,False,False,44.7289,False
1122,Alpha & Delta KS3,in-ear,5.9e-05,22.3,5.9077,5.9077,0.0,0.0,1.25,0.4444,1277.0,5.1e-05,6.9e-05,1,False,False,53.1803,False
1123,Kiwi Ears Quartet (on-off),in-ear,5.8e-05,22.2,6.4775,6.4775,0.0,0.0,1.7813,0.3595,957.9,4.7e-05,7.2e-05,5,False,False,65.8776,False
1124,Polk Audio Hinge,over-ear,5.8e-05,22.1,4.5676,4.5676,0.0,0.0,1.25,0.4444,1670.0,5e-05,6.8e-05,1,False,False,69.0427,False
1125,Juzear 81T,in-ear,5.7e-05,22.1,8.2507,8.2507,0.0,0.0,1.5419,0.3934,838.88,4.7e-05,6.9e-05,3,False,False,42.2677,False
1126,Moondrop Starfield 2 (gray foam dampers),in-ear,5.7e-05,22.0,6.7821,6.7821,0.0,0.0,1.25,0.4444,1149.12,4.9e-05,6.7e-05,1,False,False,97.4473,False
1127,Tanchjim Origin (L nozzle),in-ear,5.7e-05,21.9,6.1544,6.1544,0.0,0.0,1.3249,0.4301,1232.07,4.8e-05,6.7e-05,2,False,False,44.8356,False
1128,Rosson Audio Design RAD-0,over-ear,5.6e-05,21.8,7.3663,7.3663,0.0,0.0,1.25,0.4444,1084.0,4.8e-05,6.5e-05,1,False,False,43.2241,False
1129,Logitech G Pro X (USB),over-ear,5.5e-05,21.8,10.0939,10.0939,0.0,0.0,1.25,0.4444,799.99,4.7e-05,6.4e-05,1,False,False,67.9823,False
1130,Ortofon 2,over-ear,5.5e-05,21.7,8.4089,8.4089,0.0,0.0,1.25,0.4444,955.23,4.8e-05,6.5e-05,1,False,False,129.4109,False
1131,Sony PULSE 3D,over-ear,5.5e-05,21.6,7.3968,7.3968,0.0,0.0,1.4871,0.4021,992.17,4.6e-05,6.6e-05,2,False,False,66.2126,False
1132,Kiwi Ears Quartet (off-off),in-ear,5.4e-05,21.6,6.9399,6.9399,0.0,0.0,1.7698,0.361,957.9,4.4e-05,6.8e-05,5,False,False,61.9398,False
1133,Klipsch R6 II,in-ear,5.4e-05,21.5,5.733,5.733,0.0,0.0,1.25,0.4444,1436.38,4.6e-05,6.3e-05,1,False,False,64.8271,False
1134,JBL Tour One M2 (passive),over-ear,5.2e-05,21.4,6.6412,6.6412,0.0,0.0,1.25,0.4444,1275.61,4.5e-05,6.1e-05,1,False,False,68.2477,False
1135,AKG K702 65th Anniversary Edition,over-ear,5.2e-05,21.4,5.678,5.678,0.0,0.0,1.7063,0.3695,1259.1,4.3e-05,6.4e-05,2,False,False,48.5366,False
1136,BASN Bmaster5,in-ear,5.1e-05,21.3,6.0582,6.0582,0.0,0.0,1.25,0.4444,1446.48,4.4e-05,5.9e-05,1,False,False,65.0404,False
1137,Sennheiser ACCENTUM,over-ear,5.1e-05,21.2,7.5598,7.5598,0.0,0.0,2.0461,0.3283,851.76,4.1e-05,6.5e-05,3,False,False,42.3603,False
1138,Marshall Major,over-ear,5.1e-05,21.2,9.7899,9.7899,0.0,0.0,1.25,0.4444,881.62,4.4e-05,6e-05,1,False,False,82.1888,False
1139,Skullcandy Hesh 2,over-ear,5.1e-05,21.1,8.2237,8.2237,0.0,0.0,3.3371,0.2306,551.34,3.9e-05,7.1e-05,2,False,False,71.0058,False
1140,HIFIMAN HE400se (stealth magnet),over-ear,5e-05,21.0,5.7519,5.7519,0.0,0.0,1.5875,0.3865,1350.0,4.1e-05,6.1e-05,1,False,False,71.3118,False
1141,KZ Sonata (off-off-on-on),in-ear,5e-05,20.9,6.5566,6.5566,0.0,0.0,1.25,0.4444,1366.75,4.3e-05,5.8e-05,1,False,False,56.1602,False
1142,Beats Studio Buds,in-ear,5e-05,20.9,7.192,7.192,0.0,0.0,1.3087,0.4331,1196.99,4.3e-05,5.9e-05,2,False,False,79.8512,False
1143,Audio-Technica ATH-M30x,over-ear,5e-05,20.8,10.2758,10.2758,0.0,0.0,1.25,0.4444,869.0,4.3e-05,5.8e-05,1,False,False,81.6016,False
1144,Huawei Free Buds Pro 4 (default eq),in-ear,4.9e-05,20.7,8.1117,8.1117,0.0,0.0,1.25,0.4444,1109.85,4.2e-05,5.8e-05,1,False,False,38.7204,False
1145,Beyerdynamic T5p (serial number 2866),over-ear,4.9e-05,20.7,7.5028,7.5028,0.0,0.0,1.25,0.4444,1202.26,4.2e-05,5.8e-05,1,False,False,87.9686,False
1146,Stax SR-009,over-ear,4.9e-05,20.6,5.7264,5.7264,0.0,0.0,1.0344,0.4915,1743.8,4.2e-05,5.9e-05,2,False,False,38.2859,False
1147,Moondrop Starfield 2,in-ear,4.9e-05,20.5,6.9268,6.9268,0.0,0.0,1.5903,0.3861,1149.12,4e-05,5.9e-05,2,False,False,79.7825,False
1148,Simgot Audio EM6L,in-ear,4.8e-05,20.5,6.1633,6.1633,0.0,0.0,2.0704,0.3257,1093.68,3.9e-05,6.2e-05,10,False,False,36.8767,False
1149,Audio-Technica ATH-M40x,over-ear,4.8e-05,20.4,8.3109,8.3109,0.0,0.0,1.8251,0.354,887.84,3.9e-05,6e-05,3,False,False,40.014,False
1150,Beyerdynamic Xelento (2nd Gen),in-ear,4.8e-05,20.3,7.4197,7.4197,0.0,0.0,1.5456,0.3928,1109.07,4e-05,5.8e-05,2,False,False,101.9304,False
1151,1MORE PistonBuds Pro,in-ear,4.8e-05,20.2,8.4197,8.4197,0.0,0.0,1.25,0.4444,1105.91,4.1e-05,5.6e-05,1,False,False,54.0587,False
1152,HIFIMAN Svanar,in-ear,4.8e-05,20.2,5.9575,5.9575,0.0,0.0,1.5875,0.3865,1350.0,4e-05,5.9e-05,1,False,False,90.6684,False
1153,Redragon H510 Zeus-X,over-ear,4.7e-05,20.1,9.9624,9.9624,0.0,0.0,1.25,0.4444,945.31,4.1e-05,5.5e-05,1,False,False,99.1609,False
1154,KZ Sonata (on-on-on-on),in-ear,4.7e-05,20.0,6.8776,6.8776,0.0,0.0,1.25,0.4444,1366.75,4.1e-05,5.5e-05,1,False,False,56.2026,False
1155,ZiiGaat Odyssey,in-ear,4.7e-05,20.0,5.75,5.75,0.0,0.0,1.3229,0.4305,1592.36,4e-05,5.6e-05,2,False,False,49.9133,False
1156,SoftEars Turii,in-ear,4.7e-05,19.9,5.9024,5.9024,0.0,0.0,1.25,0.4444,1616.29,4e-05,5.4e-05,1,False,False,65.8048,False
1157,Mpow Pro Trucker,over-ear,4.7e-05,19.8,15.6927,15.6927,0.0,0.0,1.25,0.4444,600.83,4.1e-05,5.5e-05,1,False,False,71.7623,False
1158,AKG K702 (Brainwavz XL earpads),over-ear,4.7e-05,19.8,7.4461,7.4461,0.0,0.0,1.25,0.4444,1259.1,4.1e-05,5.5e-05,1,False,False,51.0304,False
1159,Moondrop Aria,in-ear,4.6e-05,19.7,6.6601,6.6601,0.0,0.0,2.3179,0.3014,980.1,3.6e-05,6.1e-05,7,False,False,52.7326,False
1160,Creative Zen Hybrid (ANC on),over-ear,4.6e-05,19.6,10.5089,10.5089,0.0,0.0,1.25,0.4444,915.51,4e-05,5.4e-05,1,False,False,60.0217,False
1161,Sony MDR-7506,over-ear,4.6e-05,19.6,6.7998,6.7998,0.0,0.0,3.2181,0.2371,752.0,3.5e-05,6.4e-05,4,False,False,56.5422,False
1162,Kiwi Ears Aether,in-ear,4.6e-05,19.5,7.1546,7.1546,0.0,0.0,1.635,0.3795,1150.38,3.8e-05,5.7e-05,5,False,False,37.9507,False
1163,Philips Fidelio M1,over-ear,4.6e-05,19.4,4.8494,4.8494,0.0,0.0,3.6746,0.2139,949.0,3.5e-05,6.6e-05,2,False,False,50.1517,False
1164,KZ Sonata (off-off-off-off),in-ear,4.6e-05,19.3,7.0445,7.0445,0.0,0.0,1.25,0.4444,1366.75,4e-05,5.4e-05,1,False,False,55.7646,False
1165,ZiiGaat x HBB Jupiter,in-ear,4.6e-05,19.3,5.8006,5.8006,0.0,0.0,1.25,0.4444,1675.08,3.9e-05,5.3e-05,1,False,False,45.1634,False
1166,Cowin E7,over-ear,4.6e-05,19.2,16.5967,16.5967,0.0,0.0,1.25,0.4444,578.57,4e-05,5.4e-05,1,False,False,74.6652,False
1167,Sennheiser IE 200 (JVC Spiral Dot++ eartips),in-ear,4.6e-05,19.1,7.8973,7.8973,0.0,0.0,1.25,0.4444,1235.07,3.9e-05,5.3e-05,1,False,False,77.0133,False
1168,"Anker Soundcore Space Q45 (wired, passive)",over-ear,4.6e-05,19.1,11.3924,11.3924,0.0,0.0,1.25,0.4444,849.0,4e-05,5.4e-05,1,False,False,67.788,False
1169,Audio-Technica ATH-M50x (Dekoni sheepskin earpads),over-ear,4.6e-05,19.0,8.0302,8.0302,0.0,0.0,1.25,0.4444,1199.0,4e-05,5.4e-05,1,False,False,68.5858,False
1170,Sennheiser HD 280 Pro,over-ear,4.5e-05,18.9,5.5263,5.5263,0.0,0.0,3.2567,0.2349,939.55,3.4e-05,6.3e-05,6,False,False,58.336,False
1171,Kiwi Ears Orchestra Lite,in-ear,4.5e-05,18.9,5.3771,5.3771,0.0,0.0,1.4408,0.4097,1700.93,3.8e-05,5.4e-05,5,False,False,50.0548,False
1172,Sony LinkBuds Fit,in-ear,4.5e-05,18.8,5.1634,5.1634,0.0,0.0,1.25,0.4444,1894.68,3.9e-05,5.3e-05,1,False,False,85.761,False
1173,Polk Audio UltraFit 500,over-ear,4.5e-05,18.7,18.1946,18.1946,0.0,0.0,3.4738,0.2235,274.32,3.4e-05,6.3e-05,2,False,False,91.7065,False
1174,Bang & Olufsen Beoplay H6 (2nd Gen),over-ear,4.5e-05,18.7,7.7425,7.7425,0.0,0.0,1.9794,0.3356,972.1,3.6e-05,5.7e-05,2,False,False,52.8107,False
1175,Klipsch Image S2,in-ear,4.4e-05,18.6,6.4926,6.4926,0.0,0.0,1.25,0.4444,1561.29,3.8e-05,5.1e-05,1,False,False,87.1773,False
1176,Sennheiser PXC 450,over-ear,4.4e-05,18.5,9.0871,9.0871,0.0,0.0,1.25,0.4444,1100.0,3.8e-05,5.2e-05,1,False,False,86.7714,False
1177,HIFIMAN Edition X,over-ear,4.4e-05,18.4,4.4436,4.4436,0.0,0.0,2.8291,0.2612,1350.0,3.4e-05,5.9e-05,3,False,False,48.8919,False
1178,KZ Sonata (on-on-off-off),in-ear,4.4e-05,18.4,7.4443,7.4443,0.0,0.0,1.25,0.4444,1366.75,3.8e-05,5.1e-05,1,False,False,55.3962,False
1179,JBL Tour Pro 3 (eq off),in-ear,4.3e-05,18.3,5.5762,5.5762,0.0,0.0,1.25,0.4444,1846.0,3.7e-05,5e-05,1,False,False,65.0076,False
1180,"JBL Tour One M2 (ANC on, studio EQ)",over-ear,4.3e-05,18.2,8.148,8.148,0.0,0.0,1.25,0.4444,1262.52,3.7e-05,5.1e-05,1,False,False,74.215,False
1181,Polk Audio UltraFit 500 (sample 1),over-ear,4.3e-05,18.2,18.396,18.396,0.0,0.0,1.25,0.4444,557.68,3.7e-05,5.1e-05,1,False,False,96.4064,False
1182,Truthear Nova,in-ear,4.3e-05,18.1,6.3956,6.3956,0.0,0.0,1.4602,0.4065,1471.68,3.6e-05,5.2e-05,4,False,False,56.7533,False
1183,JBL Quantum ONE,over-ear,4.3e-05,18.0,9.0705,9.0705,0.0,0.0,1.25,0.4444,1129.0,3.7e-05,5.1e-05,1,False,False,63.7706,False
1184,Apple Airpods Pro 2,in-ear,4.2e-05,18.0,4.557,4.557,0.0,0.0,2.1328,0.3192,1666.67,3.4e-05,5.4e-05,3,False,False,83.0348,False
1185,HIFIMAN HE400se (non-stealth magnet),over-ear,4.2e-05,17.9,6.7696,6.7696,0.0,0.0,1.5875,0.3865,1350.0,3.5e-05,5.2e-05,1,False,False,68.3773,False
1186,JBL Tour One M2 (ANC on),over-ear,4.2e-05,17.8,8.2267,8.2267,0.0,0.0,1.25,0.4444,1275.61,3.6e-05,5e-05,1,False,False,81.4284,False
1187,Klipsch Image S4,in-ear,4.2e-05,17.8,6.7972,6.7972,0.0,0.0,1.25,0.4444,1561.29,3.6e-05,4.9e-05,1,False,False,70.5133,False
1188,Audio-Technica ATH-M50,over-ear,4.2e-05,17.7,6.4604,6.4604,0.0,0.0,1.25,0.4444,1619.1,3.7e-05,5e-05,1,False,False,83.158,False
1189,Audio-Technica ATH-MSR7,over-ear,4.2e-05,17.6,5.2333,5.2333,0.0,0.0,1.25,0.4444,1999.0,3.7e-05,5e-05,1,False,False,81.5897,False
1190,Polk Audio Melee,over-ear,4.2e-05,17.5,6.3059,6.3059,0.0,0.0,1.25,0.4444,1670.0,3.6e-05,4.9e-05,1,False,False,73.5488,False
1191,ZiiGaat x HBB Arcadia,in-ear,4.2e-05,17.5,6.3573,6.3573,0.0,0.0,1.25,0.4444,1675.08,3.6e-05,4.9e-05,1,False,False,52.954,False
1192,HIFIMAN Susvara,over-ear,4.2e-05,17.4,6.8355,6.8355,0.0,0.0,1.5875,0.3865,1350.0,3.5e-05,5.1e-05,1,False,False,92.2235,False
1193,JBL Tour One,over-ear,4.2e-05,17.3,7.0456,7.0456,0.0,0.0,1.25,0.4444,1491.49,3.6e-05,4.9e-05,1,False,False,63.9883,False
1194,Sound Rhyme SR5,in-ear,4.2e-05,17.3,5.3291,5.3291,0.0,0.0,1.4389,0.41,1813.05,3.6e-05,5.1e-05,2,False,False,69.2262,False
1195,EarFun Wave,over-ear,4.2e-05,17.2,27.9027,27.9027,0.0,0.0,1.25,0.4444,383.46,3.6e-05,4.9e-05,1,False,False,441.5985,False
1196,Bose QuietComfort 45 (ANC on),over-ear,4.1e-05,17.1,7.9387,7.9387,0.0,0.0,1.25,0.4444,1349.0,3.6e-05,4.9e-05,1,False,False,69.9219,False
1197,Beyerdynamic Custom One Pro (step 1),over-ear,4.1e-05,17.1,7.2938,7.2938,0.0,0.0,1.25,0.4444,1499.99,3.5e-05,4.7e-05,1,False,False,78.7322,False
1198,Beyerdynamic T1 (serial number 3964),over-ear,4.1e-05,17.0,6.179,6.179,0.0,0.0,1.25,0.4444,1750.0,3.5e-05,4.8e-05,1,False,False,75.7206,False
1199,Edifier WH950NB (passive),over-ear,4e-05,16.9,8.5275,8.5275,0.0,0.0,1.9168,0.3428,999.99,3.3e-05,5.1e-05,2,False,False,88.5286,False
1200,ZiiGaat Doscinco,in-ear,4e-05,16.9,4.9983,4.9983,0.0,0.0,1.4179,0.4136,2052.49,3.4e-05,4.8e-05,2,False,False,45.4005,False
1201,VSonic GR07 Bass Edition,in-ear,4e-05,16.8,5.6612,5.6612,0.0,0.0,2.8869,0.2573,1131.05,3.1e-05,5.5e-05,2,False,False,51.6568,False
1202,HIFIMAN Edition X V2,over-ear,4e-05,16.7,5.1054,5.1054,0.0,0.0,2.63,0.2755,1350.0,3.1e-05,5.4e-05,2,False,False,64.1617,False
1203,HIFIMAN Isvarna,over-ear,4e-05,16.6,7.2244,7.2244,0.0,0.0,1.5875,0.3865,1350.0,3.3e-05,4.8e-05,1,False,False,93.2832,False
1204,Razer BlackShark V2 Pro,over-ear,4e-05,16.6,6.9091,6.9091,0.0,0.0,1.25,0.4444,1599.2,3.5e-05,4.7e-05,1,False,False,87.6657,False
1205,Skullcandy Hesh ANC,over-ear,4e-05,16.5,9.2957,9.2957,0.0,0.0,1.25,0.4444,1199.9,3.4e-05,4.7e-05,1,False,False,44.8446,False
1206,Logitech G PRO X 2 LIGHTSPEED (leather earpads),over-ear,3.9e-05,16.4,7.5999,7.5999,0.0,0.0,1.25,0.4444,1499.0,3.4e-05,4.6e-05,1,False,False,62.9049,False
1207,SPC Gear Viro (leather earpads),over-ear,3.9e-05,16.4,9.7752,9.7752,0.0,0.0,1.25,0.4444,1166.1,3.4e-05,4.6e-05,1,False,False,75.1411,False
1208,1MORE Quad Driver,in-ear,3.9e-05,16.3,5.3407,5.3407,0.0,0.0,2.5068,0.2852,1361.57,3.1e-05,5.2e-05,3,False,False,35.9639,False
1209,Beyerdynamic Xelento,in-ear,3.9e-05,16.2,4.151,4.151,0.0,0.0,2.2692,0.3059,1888.3,3.1e-05,5.1e-05,2,False,False,65.887,False
1210,AFUL Performer 5,in-ear,3.9e-05,16.2,6.6477,6.6477,0.0,0.0,1.1692,0.461,1759.9,3.4e-05,4.6e-05,2,False,False,46.9487,False
1211,7th Acoustics Proxima,in-ear,3.9e-05,16.1,6.0941,6.0941,0.0,0.0,1.25,0.4444,1859.91,3.4e-05,4.6e-05,1,False,False,134.4164,False
1212,Beats PowerBeats Pro 2,in-ear,3.8e-05,16.0,6.63,6.63,0.0,0.0,1.25,0.4444,1759.0,3.3e-05,4.5e-05,1,False,False,72.3042,False
1213,ASUS ROG Delta S Core (fabric earpads),over-ear,3.8e-05,16.0,6.4152,6.4152,0.0,0.0,1.25,0.4444,1833.12,3.3e-05,4.4e-05,1,False,False,86.0376,False
1214,Audio-Technica ATH-MSR7b,over-ear,3.8e-05,15.9,5.8159,5.8159,0.0,0.0,1.25,0.4444,1999.0,3.3e-05,4.5e-05,1,False,False,61.9067,False
1215,HIFIMAN Audivina,over-ear,3.8e-05,15.8,7.5229,7.5229,0.0,0.0,1.5875,0.3865,1350.0,3.2e-05,4.7e-05,1,False,False,54.4257,False
1216,Stax SR-007A v2.9,over-ear,3.8e-05,15.7,7.3155,7.3155,0.0,0.0,1.25,0.4444,1599.0,3.3e-05,4.4e-05,1,False,False,53.789,False
1217,Shuoer S08,in-ear,3.7e-05,15.7,6.3757,6.3757,0.0,0.0,1.5776,0.388,1634.48,3.1e-05,4.5e-05,5,False,False,78.6196,False
1218,JBL Tour Pro 3 (ANC on),in-ear,3.7e-05,15.6,6.5763,6.5763,0.0,0.0,1.25,0.4444,1846.0,3.2e-05,4.3e-05,1,False,False,61.3923,False
1219,Sennheiser Momentum On-Ear,over-ear,3.7e-05,15.5,6.3256,6.3256,0.0,0.0,1.1865,0.4574,1938.1,3.2e-05,4.4e-05,2,False,False,71.6806,False
1220,Klipsch Image One B,over-ear,3.7e-05,15.5,7.7475,7.7475,0.0,0.0,1.25,0.4444,1561.29,3.2e-05,4.3e-05,1,False,False,83.9256,False
1221,Stax SR-404 Ltd SSL-0670,over-ear,3.7e-05,15.4,7.4688,7.4688,0.0,0.0,1.25,0.4444,1599.0,3.2e-05,4.4e-05,1,False,False,53.2759,False
1222,Yamaha PRO 300,over-ear,3.7e-05,15.3,10.5582,10.5582,0.0,0.0,1.25,0.4444,1133.45,3.2e-05,4.3e-05,1,False,False,67.2181,False
1223,HIFIMAN Sundara Silver,over-ear,3.7e-05,15.3,6.4623,6.4623,0.0,0.0,1.5875,0.3865,1628.55,3.1e-05,4.5e-05,1,False,False,88.1549,False
1224,Simgot Audio SuperMix 4,in-ear,3.6e-05,15.2,7.6261,7.6261,0.0,0.0,1.6271,0.3807,1398.72,3e-05,4.4e-05,7,False,False,38.3848,False
1225,SteelSeries GameBuds (ANC off),in-ear,3.6e-05,15.1,7.3143,7.3143,0.0,0.0,1.25,0.4444,1700.49,3.1e-05,4.2e-05,1,False,False,57.3977,False
1226,Sony WH-1000XM4 (ANC on),over-ear,3.6e-05,15.0,7.6413,7.6413,0.0,0.0,1.25,0.4444,1599.0,3.1e-05,4.3e-05,1,False,False,82.8396,False
1227,Klipsch Reference On Ear,over-ear,3.6e-05,15.0,5.8923,5.8923,0.0,0.0,1.25,0.4444,2110.86,3.1e-05,4.2e-05,1,False,False,64.4,False
1228,AFUL Performer 7,in-ear,3.6e-05,14.9,7.0555,7.0555,0.0,0.0,1.2126,0.452,1759.9,3.1e-05,4.3e-05,2,False,False,44.7912,False
1229,HIFIMAN Sundara (Dekoni sheepskin Earpads),over-ear,3.6e-05,14.8,6.5541,6.5541,0.0,0.0,1.5875,0.3865,1628.55,3e-05,4.4e-05,1,False,False,41.6931,False
1230,Philips Fidelio L2,over-ear,3.6e-05,14.8,12.9767,12.9767,0.0,0.0,1.25,0.4444,949.0,3.1e-05,4.2e-05,1,False,False,49.6909,False
1231,Beats Studio3 Wireless,over-ear,3.5e-05,14.7,6.6435,6.6435,0.0,0.0,2.572,0.28,1199.99,2.7e-05,4.7e-05,3,False,False,86.9179,False
1232,ASUS ROG Delta S Core (leather earpads),over-ear,3.5e-05,14.6,6.9015,6.9015,0.0,0.0,1.25,0.4444,1833.12,3e-05,4.1e-05,1,False,False,94.7631,False
1233,SPC Gear Viro (velour earpads),over-ear,3.5e-05,14.6,10.8683,10.8683,0.0,0.0,1.25,0.4444,1166.1,3e-05,4.1e-05,1,False,False,62.1036,False
1234,Audio-Technica ATH-AD900,over-ear,3.5e-05,14.5,5.949,5.949,0.0,0.0,1.3179,0.4314,2069.1,3e-05,4.1e-05,2,False,False,51.6398,False
1235,7Hz Timeless II (bullet silver nozzle),in-ear,3.5e-05,14.4,6.8048,6.8048,0.0,0.0,1.25,0.4444,1884.96,3e-05,4.1e-05,1,False,False,51.4453,False
1236,Bowers & Wilkins Px7 S2e,over-ear,3.5e-05,14.4,4.6669,4.6669,0.0,0.0,1.25,0.4444,2712.71,3e-05,4.1e-05,1,False,False,63.3909,False
1237,Canpur CP622B,in-ear,3.4e-05,14.3,6.0864,6.0864,0.0,0.0,1.1848,0.4577,2244.49,2.9e-05,3.9e-05,3,False,False,72.0911,False
1238,TRI i3 Pro,in-ear,3.4e-05,14.2,6.5357,6.5357,0.0,0.0,2.2012,0.3124,1417.16,2.7e-05,4.4e-05,3,False,False,56.4113,False
1239,Logitech G PRO X 2 LIGHTSPEED (fabric earpads),over-ear,3.4e-05,14.1,8.7334,8.7334,0.0,0.0,1.25,0.4444,1499.0,2.9e-05,4e-05,1,False,False,60.5787,False
1240,Beats Powerbeats Pro,in-ear,3.4e-05,14.1,5.9949,5.9949,0.0,0.0,1.817,0.355,1759.0,2.7e-05,4.2e-05,3,False,False,60.9996,False
1241,Audio-Technica ATH-AD700,over-ear,3.4e-05,14.0,6.4648,6.4648,0.0,0.0,2.3524,0.2983,1349.1,2.7e-05,4.5e-05,2,False,False,58.1649,False
1242,Beyerdynamic Custom One Pro (step 2),over-ear,3.4e-05,13.9,7.1153,7.1153,0.0,0.0,1.7361,0.3655,1499.99,2.8e-05,4.3e-05,2,False,False,81.5429,False
1243,Sennheiser Momentum,over-ear,3.4e-05,13.9,7.99,7.99,0.0,0.0,0.9029,0.5255,1938.1,2.8e-05,4.1e-05,2,False,False,92.1341,False
1244,Fidue A81,in-ear,3.4e-05,13.8,6.8009,6.8009,0.0,0.0,1.25,0.4444,1907.68,2.9e-05,4e-05,1,False,False,80.3224,False
1245,Bowers & Wilkins P7 Wireless (wireless),over-ear,3.4e-05,13.7,4.7729,4.7729,0.0,0.0,1.25,0.4444,2712.71,3e-05,4e-05,1,False,False,83.6808,False
1246,Audio-Technica ATH-R50x,over-ear,3.4e-05,13.7,7.7948,7.7948,0.0,0.0,1.25,0.4444,1654.92,3e-05,4e-05,1,False,False,50.6375,False
1247,HIFIMAN HE400se,over-ear,3.3e-05,13.6,5.7128,5.7128,0.0,0.0,2.8719,0.2583,1350.0,2.6e-05,4.6e-05,4,False,False,53.8755,False
1248,Sennheiser CX Plus True Wireless,in-ear,3.3e-05,13.5,8.4443,8.4443,0.0,0.0,1.4484,0.4084,1449.99,2.8e-05,4e-05,2,False,False,49.8406,False
1249,ZiiGaat Nuo,in-ear,3.3e-05,13.5,5.8487,5.8487,0.0,0.0,1.5183,0.3971,2052.49,2.8e-05,4e-05,3,False,False,52.1458,False
1250,SPC Gear Viro (breathable earpads),over-ear,3.3e-05,13.4,11.4738,11.4738,0.0,0.0,1.25,0.4444,1166.1,2.9e-05,3.9e-05,1,False,False,58.9081,False
1251,Sennheiser HD 650 (balanced),over-ear,3.3e-05,13.3,5.6156,5.6156,0.0,0.0,1.25,0.4444,2399.99,2.8e-05,3.9e-05,1,False,False,84.1187,False
1252,7Hz Timeless II (bullet gold nozzle),in-ear,3.3e-05,13.2,7.1493,7.1493,0.0,0.0,1.25,0.4444,1884.96,2.8e-05,3.9e-05,1,False,False,53.0132,False
1253,7Hz Timeless II (flat gold nozzle),in-ear,3.3e-05,13.2,7.0693,7.0693,0.0,0.0,1.25,0.4444,1884.96,2.9e-05,3.9e-05,1,False,False,58.8815,False
1254,7Hz Timeless II (flat silver nozzle),in-ear,3.3e-05,13.1,7.0584,7.0584,0.0,0.0,1.25,0.4444,1884.96,2.9e-05,3.9e-05,1,False,False,61.5675,False
1255,ZiiGaat Cinno,in-ear,3.3e-05,13.0,5.482,5.482,0.0,0.0,1.4849,0.4024,2211.03,2.8e-05,4e-05,3,False,False,59.2582,False
1256,Sony WH-1000XM4 (ANC Off),over-ear,3.3e-05,13.0,8.5117,8.5117,0.0,0.0,1.25,0.4444,1599.0,2.8e-05,3.8e-05,1,False,False,66.9373,False
